complaint,category,date,region
husband physically abused me and no action has been taken,Domestic Violence,2024-02-15,Delhi
Please help as family member threatening me,Domestic Violence,2023-04-30,Bangalore
husband physically abused me and no action has been taken,Domestic Violence,2022-09-24,Hyderabad
husband physically abused me and no action has been taken,Domestic Violence,2024-08-27,Hyderabad
I want to complain that domestic abuse by partner,Domestic Violence,2023-02-21,Kolkata
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2023-04-25,Delhi
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2024-10-04,Hyderabad
I am facing an issue where facing mental harassment at home,Domestic Violence,2022-02-06,Mumbai
Facing mental harassment at home,Domestic Violence,2024-09-28,Kolkata
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2024-08-28,Hyderabad
This is regarding that husband physically abused me,Domestic Violence,2024-04-17,Pune
This is regarding that unsafe living conditions due to violence,Domestic Violence,2023-10-15,Pune
Please help as unsafe living conditions due to violence,Domestic Violence,2022-05-26,Kolkata
family member threatening me and no action has been taken,Domestic Violence,2023-12-22,Chennai
Please help as unsafe living conditions due to violence,Domestic Violence,2023-05-12,Hyderabad
I want to complain that husband physically abused me,Domestic Violence,2023-08-18,Bangalore
Domestic abuse by partner,Domestic Violence,2022-01-05,Chennai
family member threatening me and no action has been taken,Domestic Violence,2022-11-01,Hyderabad
Unsafe living conditions due to violence,Domestic Violence,2022-06-06,Bangalore
I need help since family member threatening me,Domestic Violence,2023-06-13,Mumbai
Please help as facing mental harassment at home,Domestic Violence,2024-01-18,Hyderabad
I am writing to report that domestic abuse by partner,Domestic Violence,2024-12-02,Kolkata
Facing mental harassment at home,Domestic Violence,2023-04-09,Kolkata
Facing mental harassment at home,Domestic Violence,2024-05-08,Pune
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2023-10-31,Delhi
Unsafe living conditions due to violence,Domestic Violence,2022-02-01,Delhi
This is regarding that unsafe living conditions due to violence,Domestic Violence,2022-03-24,Ahmedabad
Please help as facing mental harassment at home,Domestic Violence,2023-12-08,Mumbai
I am writing to report that unsafe living conditions due to violence,Domestic Violence,2022-08-07,Chennai
Kindly look into the matter: family member threatening me,Domestic Violence,2023-08-29,Mumbai
Facing mental harassment at home,Domestic Violence,2022-12-24,Ahmedabad
I need help since domestic abuse by partner,Domestic Violence,2023-05-12,Kolkata
Kindly look into the matter: family member threatening me,Domestic Violence,2023-05-30,Delhi
I am facing an issue where husband physically abused me,Domestic Violence,2023-08-06,Hyderabad
I am facing an issue where facing mental harassment at home,Domestic Violence,2023-05-25,Mumbai
I need help since unsafe living conditions due to violence,Domestic Violence,2023-01-11,Pune
Unsafe living conditions due to violence,Domestic Violence,2024-05-26,Bangalore
Please help as husband physically abused me,Domestic Violence,2024-02-27,Ahmedabad
Please help as husband physically abused me,Domestic Violence,2023-12-17,Kolkata
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2022-04-12,Ahmedabad
I want to complain that family member threatening me,Domestic Violence,2024-02-26,Bangalore
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2023-11-15,Mumbai
Please help as facing mental harassment at home,Domestic Violence,2022-12-05,Chennai
Kindly look into the matter: family member threatening me,Domestic Violence,2024-10-06,Chennai
domestic abuse by partner and no action has been taken,Domestic Violence,2023-09-07,Kolkata
Kindly look into the matter: family member threatening me,Domestic Violence,2022-07-26,Bangalore
I am facing an issue where domestic abuse by partner,Domestic Violence,2022-09-02,Delhi
Kindly look into the matter: family member threatening me,Domestic Violence,2024-08-04,Pune
This is regarding that husband physically abused me,Domestic Violence,2024-03-01,Chennai
This is regarding that unsafe living conditions due to violence,Domestic Violence,2022-07-26,Bangalore
This is regarding that husband physically abused me,Domestic Violence,2024-10-08,Chennai
This problem occurred because family member threatening me,Domestic Violence,2024-12-29,Pune
This problem occurred because domestic abuse by partner,Domestic Violence,2022-03-26,Hyderabad
Please help as facing mental harassment at home,Domestic Violence,2024-05-29,Ahmedabad
I need help since facing mental harassment at home,Domestic Violence,2023-07-01,Kolkata
I need help since family member threatening me,Domestic Violence,2024-11-07,Hyderabad
husband physically abused me and no action has been taken,Domestic Violence,2024-12-07,Kolkata
Please help as husband physically abused me,Domestic Violence,2022-01-01,Delhi
I want to complain that facing mental harassment at home,Domestic Violence,2023-12-19,Pune
I am facing an issue where facing mental harassment at home,Domestic Violence,2022-03-15,Kolkata
family member threatening me and no action has been taken,Domestic Violence,2022-07-27,Hyderabad
This is regarding that domestic abuse by partner,Domestic Violence,2024-07-18,Kolkata
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2022-12-09,Kolkata
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2023-02-01,Kolkata
facing mental harassment at home and no action has been taken,Domestic Violence,2022-12-19,Pune
I want to complain that facing mental harassment at home,Domestic Violence,2024-11-05,Kolkata
I want to complain that unsafe living conditions due to violence,Domestic Violence,2022-11-10,Mumbai
Family member threatening me,Domestic Violence,2022-08-16,Chennai
Husband physically abused me,Domestic Violence,2024-10-16,Ahmedabad
I want to complain that unsafe living conditions due to violence,Domestic Violence,2022-06-19,Ahmedabad
Husband physically abused me,Domestic Violence,2024-03-15,Mumbai
This problem occurred because family member threatening me,Domestic Violence,2024-04-14,Pune
I am writing to report that husband physically abused me,Domestic Violence,2022-02-02,Mumbai
I want to complain that unsafe living conditions due to violence,Domestic Violence,2024-04-09,Ahmedabad
I am writing to report that facing mental harassment at home,Domestic Violence,2023-04-22,Pune
I am facing an issue where facing mental harassment at home,Domestic Violence,2024-04-17,Chennai
Kindly look into the matter: unsafe living conditions due to violence,Domestic Violence,2022-01-08,Hyderabad
Kindly look into the matter: family member threatening me,Domestic Violence,2022-06-23,Hyderabad
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2024-12-11,Mumbai
I am writing to report that domestic abuse by partner,Domestic Violence,2024-08-31,Kolkata
This problem occurred because husband physically abused me,Domestic Violence,2023-09-26,Bangalore
I want to complain that domestic abuse by partner,Domestic Violence,2024-08-13,Pune
I am facing an issue where unsafe living conditions due to violence,Domestic Violence,2022-03-19,Mumbai
I need help since family member threatening me,Domestic Violence,2022-08-20,Hyderabad
This problem occurred because domestic abuse by partner,Domestic Violence,2022-08-30,Chennai
Please help as husband physically abused me,Domestic Violence,2024-02-19,Bangalore
This problem occurred because domestic abuse by partner,Domestic Violence,2024-07-02,Bangalore
I am facing an issue where facing mental harassment at home,Domestic Violence,2024-02-08,Delhi
Please help as family member threatening me,Domestic Violence,2024-02-15,Hyderabad
This is regarding that facing mental harassment at home,Domestic Violence,2022-08-29,Bangalore
domestic abuse by partner and no action has been taken,Domestic Violence,2022-02-24,Mumbai
This is regarding that domestic abuse by partner,Domestic Violence,2022-02-19,Kolkata
Kindly look into the matter: facing mental harassment at home,Domestic Violence,2023-11-10,Ahmedabad
I need help since facing mental harassment at home,Domestic Violence,2024-07-10,Hyderabad
Kindly look into the matter: husband physically abused me,Domestic Violence,2023-03-09,Mumbai
I am facing an issue where husband physically abused me,Domestic Violence,2023-08-08,Kolkata
Kindly look into the matter: husband physically abused me,Domestic Violence,2024-03-30,Pune
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2024-09-03,Chennai
This is regarding that husband physically abused me,Domestic Violence,2023-08-06,Chennai
Please help as facing mental harassment at home,Domestic Violence,2024-01-20,Ahmedabad
unsafe living conditions due to violence and no action has been taken,Domestic Violence,2024-08-01,Chennai
I want to complain that family member threatening me,Domestic Violence,2022-09-25,Chennai
Kindly look into the matter: family member threatening me,Domestic Violence,2023-08-16,Bangalore
I am facing an issue where husband physically abused me,Domestic Violence,2022-11-22,Mumbai
I am writing to report that domestic abuse by partner,Domestic Violence,2024-02-10,Kolkata
Please help as facing mental harassment at home,Domestic Violence,2022-10-10,Mumbai
Please help as family member threatening me,Domestic Violence,2022-07-03,Bangalore
I need help since family member threatening me,Domestic Violence,2022-06-11,Hyderabad
This problem occurred because unsafe living conditions due to violence,Domestic Violence,2024-07-01,Mumbai
Kindly look into the matter: domestic abuse by partner,Domestic Violence,2024-01-05,Pune
I am facing an issue where family member threatening me,Domestic Violence,2024-12-15,Bangalore
